Species_1	Protein_1	Species_2	Protein_2	E-value	Weight	Relationship
UP000005640_9606.fasta	sp|Q00526|CDK3_HUMAN	UP000000589_10090.fasta	sp|Q80YP0|CDK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q00532|CDKL1_HUMAN	UP000000589_10090.fasta	sp|Q8CEQ0|CDKL1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q00532|CDKL1_HUMAN	UP000000803_7227.fasta	tr|Q9VMN3|Q9VMN3_DROME	3.10813448872e-149	1.04944701425	Ortholog
UP000005640_9606.fasta	sp|Q00534|CDK6_HUMAN	UP000000589_10090.fasta	sp|Q64261|CDK6_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q00534|CDK6_HUMAN	UP000000803_7227.fasta	tr|Q7K306|Q7K306_DROME	1.11489909857e-96	0.678062333637	Ortholog
UP000005640_9606.fasta	sp|Q00535|CDK5_HUMAN	UP000000589_10090.fasta	sp|P49615|CDK5_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q00535|CDK5_HUMAN	UP000000803_7227.fasta	sp|P48609|CDK5_DROME	3.30998489423e-175	1.23298619528	Ortholog
UP000005640_9606.fasta	sp|Q00536|CDK16_HUMAN	UP000000589_10090.fasta	sp|Q04735|CDK16_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q00537|CDK17_HUMAN	UP000000589_10090.fasta	sp|Q8K0D0|CDK17_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q01973|ROR1_HUMAN	UP000000589_10090.fasta	sp|Q9Z139|ROR1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q01973|ROR1_HUMAN	UP000000803_7227.fasta	sp|Q24488|ROR1_DROME	1.44561405638e-133	0.938730274475	Ortholog
UP000005640_9606.fasta	sp|Q01974|ROR2_HUMAN	UP000000589_10090.fasta	sp|Q9Z138|ROR2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q02156|KPCE_HUMAN	UP000000589_10090.fasta	sp|P16054|KPCE_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q02156|KPCE_HUMAN	UP000000803_7227.fasta	sp|P13678|KPC3_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q02750|MP2K1_HUMAN	UP000000589_10090.fasta	sp|P31938|MP2K1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q02750|MP2K1_HUMAN	UP000000803_7227.fasta	sp|Q24324|DSOR1_DROME	1.18118584482e-177	1.25028181824	Ortholog
UP000005640_9606.fasta	sp|Q02763|TIE2_HUMAN	UP000000589_10090.fasta	sp|Q02858|TIE2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q02779|M3K10_HUMAN	UP000000589_10090.fasta	sp|Q66L42|M3K10_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q02779|M3K10_HUMAN	UP000000803_7227.fasta	sp|Q95UN8|M3KSL_DROME	1.60062487798e-171	1.20694946806	Ortholog
UP000005640_9606.fasta	sp|Q02846|GUC2D_HUMAN	UP000000589_10090.fasta	sp|P52785|GUC2E_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q04759|KPCT_HUMAN	UP000000589_10090.fasta	sp|Q02111|KPCT_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q04771|ACVR1_HUMAN	UP000000589_10090.fasta	sp|P37172|ACVR1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q04771|ACVR1_HUMAN	UP000000803_7227.fasta	tr|A0A0B4K7J3|A0A0B4K7J3_DROME	5.59244132736e-179	1.25964309686	Ortholog
UP000005640_9606.fasta	sp|Q04912|RON_HUMAN	UP000000589_10090.fasta	sp|Q62190|RON_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q05397|FAK1_HUMAN	UP000000589_10090.fasta	sp|P34152|FAK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q05397|FAK1_HUMAN	UP000000803_7227.fasta	tr|B7YZL9|B7YZL9_DROME	6.37076918433e-169	1.1885769299	Ortholog
UP000005640_9606.fasta	sp|Q05513|KPCZ_HUMAN	UP000000589_10090.fasta	sp|Q02956|KPCZ_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q05655|KPCD_HUMAN	UP000000589_10090.fasta	sp|P28867|KPCD_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q05655|KPCD_HUMAN	UP000000803_7227.fasta	sp|P83099|KPC4_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q05823|RN5A_HUMAN	UP000000589_10090.fasta	sp|Q05921|RN5A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q06187|BTK_HUMAN	UP000000589_10090.fasta	sp|P35991|BTK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q06418|TYRO3_HUMAN	UP000000589_10090.fasta	sp|P55144|TYRO3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q07002|CDK18_HUMAN	UP000000589_10090.fasta	sp|Q04899|CDK18_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q07912|ACK1_HUMAN	UP000000589_10090.fasta	sp|O54967|ACK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q07912|ACK1_HUMAN	UP000000803_7227.fasta	tr|Q9VZI2|Q9VZI2_DROME	1.20946269062e-167	1.17954295049	Ortholog
UP000005640_9606.fasta	sp|Q08345|DDR1_HUMAN	UP000000589_10090.fasta	sp|Q03146|DDR1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q08881|ITK_HUMAN	UP000000589_10090.fasta	sp|Q03526|ITK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q09013|DMPK_HUMAN	UP000000589_10090.fasta	sp|P54265|DMPK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q12851|M4K2_HUMAN	UP000000589_10090.fasta	sp|Q61161|M4K2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q12852|M3K12_HUMAN	UP000000589_10090.fasta	sp|Q60700|M3K12_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q12852|M3K12_HUMAN	UP000000803_7227.fasta	tr|Q9VW24|Q9VW24_DROME	6.04639562053e-173	1.21700381458	Ortholog
UP000005640_9606.fasta	sp|Q12866|MERTK_HUMAN	UP000000589_10090.fasta	sp|Q60805|MERTK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13043|STK4_HUMAN	UP000000589_10090.fasta	sp|Q9JI11|STK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13131|AAPK1_HUMAN	UP000000589_10090.fasta	sp|Q5EG47|AAPK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13153|PAK1_HUMAN	UP000000803_7227.fasta	tr|B7Z0W0|B7Z0W0_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q13163|MP2K5_HUMAN	UP000000589_10090.fasta	sp|Q9WVS7|MP2K5_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13164|MK07_HUMAN	UP000000589_10090.fasta	sp|Q9WVS8|MK07_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13177|PAK2_HUMAN	UP000000589_10090.fasta	sp|Q8CIN4|PAK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13188|STK3_HUMAN	UP000000589_10090.fasta	sp|Q9JI10|STK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13188|STK3_HUMAN	UP000000803_7227.fasta	sp|Q8T0S6|HIPPO_DROME	1.21709079366e-170	1.20072353411	Ortholog
UP000005640_9606.fasta	sp|Q13233|M3K1_HUMAN	UP000000589_10090.fasta	sp|P53349|M3K1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13237|KGP2_HUMAN	UP000000589_10090.fasta	sp|Q61410|KGP2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13308|PTK7_HUMAN	UP000000589_10090.fasta	sp|Q8BKG3|PTK7_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13315|ATM_HUMAN	UP000000589_10090.fasta	sp|Q62388|ATM_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13315|ATM_HUMAN	UP000000803_7227.fasta	sp|Q5EAK6|ATM_DROME	2.09594847265e-149	1.05065624971	Ortholog
UP000005640_9606.fasta	sp|Q13418|ILK_HUMAN	UP000000589_10090.fasta	sp|O55222|ILK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13418|ILK_HUMAN	UP000000803_7227.fasta	tr|Q9V400|Q9V400_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q13464|ROCK1_HUMAN	UP000000589_10090.fasta	sp|P70335|ROCK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13470|TNK1_HUMAN	UP000000589_10090.fasta	sp|Q99ML2|TNK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13523|PRP4B_HUMAN	UP000000589_10090.fasta	sp|Q61136|PRP4B_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13523|PRP4B_HUMAN	UP000000803_7227.fasta	tr|X2JAG8|X2JAG8_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q13535|ATR_HUMAN	UP000000589_10090.fasta	sp|Q9JKK8|ATR_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13535|ATR_HUMAN	UP000000803_7227.fasta	sp|Q9VXG8|ATR_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q13546|RIPK1_HUMAN	UP000000589_10090.fasta	sp|Q60855|RIPK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13555|KCC2G_HUMAN	UP000000589_10090.fasta	sp|Q923T9|KCC2G_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13557|KCC2D_HUMAN	UP000000589_10090.fasta	sp|Q6PHZ2|KCC2D_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13557|KCC2D_HUMAN	UP000000803_7227.fasta	sp|Q00168|KCC2A_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q13627|DYR1A_HUMAN	UP000000589_10090.fasta	sp|Q61214|DYR1A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13627|DYR1A_HUMAN	UP000000803_7227.fasta	sp|P49657|MNB_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q13705|AVR2B_HUMAN	UP000000589_10090.fasta	sp|P27040|AVR2B_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13705|AVR2B_HUMAN	UP000000803_7227.fasta	tr|A0A0B4KG59|A0A0B4KG59_DROME	7.5736384915e-151	1.06084686218	Ortholog
UP000005640_9606.fasta	sp|Q13873|BMPR2_HUMAN	UP000000589_10090.fasta	sp|O35607|BMPR2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13873|BMPR2_HUMAN	UP000000803_7227.fasta	tr|M9PE88|M9PE88_DROME	2.08818102664e-112	0.789202469338	Ortholog
UP000005640_9606.fasta	sp|Q13882|PTK6_HUMAN	UP000000589_10090.fasta	sp|Q64434|PTK6_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13976|KGP1_HUMAN	UP000000589_10090.fasta	sp|P0C605|KGP1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q13976|KGP1_HUMAN	UP000000803_7227.fasta	sp|Q03043|KGP24_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q14004|CDK13_HUMAN	UP000000589_10090.fasta	sp|Q69ZA1|CDK13_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q14004|CDK13_HUMAN	UP000000803_7227.fasta	sp|Q9VP22|CDK12_DROME	1.81659021246e-190	1.3408269346	Ortholog
UP000005640_9606.fasta	sp|Q14012|KCC1A_HUMAN	UP000000589_10090.fasta	sp|Q91YS8|KCC1A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q14164|IKKE_HUMAN	UP000000589_10090.fasta	sp|Q9R0T8|IKKE_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q14289|FAK2_HUMAN	UP000000589_10090.fasta	sp|Q9QVP9|FAK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q14680|MELK_HUMAN	UP000000589_10090.fasta	sp|Q61846|MELK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q15131|CDK10_HUMAN	UP000000589_10090.fasta	sp|Q3UMM4|CDK10_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q15131|CDK10_HUMAN	UP000000803_7227.fasta	tr|A1Z840|A1Z840_DROME	5.26687763291e-157	1.10436139009	Ortholog
UP000005640_9606.fasta	sp|Q15139|KPCD1_HUMAN	UP000000803_7227.fasta	tr|A0A0B4KHC3|A0A0B4KHC3_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q15208|STK38_HUMAN	UP000000589_10090.fasta	sp|Q91VJ4|STK38_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q15303|ERBB4_HUMAN	UP000000589_10090.fasta	sp|Q61527|ERBB4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q15349|KS6A2_HUMAN	UP000000589_10090.fasta	sp|Q9WUT3|KS6A2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q15375|EPHA7_HUMAN	UP000000589_10090.fasta	sp|Q61772|EPHA7_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q15418|KS6A1_HUMAN	UP000000589_10090.fasta	sp|P18653|KS6A1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q15569|TESK1_HUMAN	UP000000589_10090.fasta	sp|O70146|TESK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q15569|TESK1_HUMAN	UP000000803_7227.fasta	tr|Q9VE06|Q9VE06_DROME	5.08143680468e-104	0.729940197522	Ortholog
UP000005640_9606.fasta	sp|Q15746|MYLK_HUMAN	UP000000589_10090.fasta	sp|Q6PDN3|MYLK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q15759|MK11_HUMAN	UP000000589_10090.fasta	sp|Q9WUI1|MK11_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q15772|SPEG_HUMAN	UP000000589_10090.fasta	sp|Q62407|SPEG_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q15831|STK11_HUMAN	UP000000589_10090.fasta	sp|Q9WTK7|STK11_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q15831|STK11_HUMAN	UP000000803_7227.fasta	tr|Q8T9L5|Q8T9L5_DROME	1.32741101397e-151	1.06619134572	Ortholog
UP000005640_9606.fasta	sp|Q15835|GRK1_HUMAN	UP000000589_10090.fasta	sp|Q9WVL4|GRK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q16288|NTRK3_HUMAN	UP000000589_10090.fasta	sp|Q6VNS1|NTRK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q16512|PKN1_HUMAN	UP000000589_10090.fasta	sp|P70268|PKN1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q16513|PKN2_HUMAN	UP000000589_10090.fasta	sp|Q8BWW9|PKN2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q16513|PKN2_HUMAN	UP000000803_7227.fasta	sp|A1Z7T0|PKN_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q16539|MK14_HUMAN	UP000000589_10090.fasta	sp|P47811|MK14_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q16539|MK14_HUMAN	UP000000803_7227.fasta	sp|O61443|MK38B_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q16566|KCC4_HUMAN	UP000000589_10090.fasta	sp|P08414|KCC4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q16584|M3K11_HUMAN	UP000000589_10090.fasta	sp|Q80XI6|M3K11_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q16620|NTRK2_HUMAN	UP000000589_10090.fasta	sp|P15209|NTRK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q16644|MAPK3_HUMAN	UP000000589_10090.fasta	sp|Q3UMW7|MAPK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q16659|MK06_HUMAN	UP000000589_10090.fasta	sp|Q61532|MK06_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q16671|AMHR2_HUMAN	UP000000589_10090.fasta	sp|Q8K592|AMHR2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q16816|PHKG1_HUMAN	UP000000589_10090.fasta	sp|P07934|PHKG1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q16832|DDR2_HUMAN	UP000000589_10090.fasta	sp|Q62371|DDR2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q16832|DDR2_HUMAN	UP000000803_7227.fasta	tr|Q59DZ7|Q59DZ7_DROME	1.3019984639e-84	0.592786704125	Ortholog
UP000005640_9606.fasta	sp|Q2M2I8|AAK1_HUMAN	UP000000589_10090.fasta	sp|Q3UHJ0|AAK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q2M2I8|AAK1_HUMAN	UP000000803_7227.fasta	tr|Q9VJ30|Q9VJ30_DROME	2.20722903207e-132	0.930364837269	Ortholog
UP000005640_9606.fasta	sp|Q32MK0|MYLK3_HUMAN	UP000000589_10090.fasta	sp|Q3UIZ8|MYLK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q38SD2|LRRK1_HUMAN	UP000000589_10090.fasta	sp|Q3UHC2|LRRK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q38SD2|LRRK1_HUMAN	UP000000803_7227.fasta	tr|A0A0B4KHT3|A0A0B4KHT3_DROME	1.87549993335e-57	0.400867685857	Ortholog
UP000005640_9606.fasta	sp|Q3MIX3|ADCK5_HUMAN	UP000000589_10090.fasta	sp|Q80V03|ADCK5_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q3MIX3|ADCK5_HUMAN	UP000000803_7227.fasta	tr|Q9VTG5|Q9VTG5_DROME	9.36333274e-131	0.918863315949	Ortholog
UP000005640_9606.fasta	sp|Q504Y2|PKDCC_HUMAN	UP000000589_10090.fasta	sp|Q5RJI4|PKDCC_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q52WX2|SBK1_HUMAN	UP000000589_10090.fasta	sp|Q8QZX0|SBK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q52WX2|SBK1_HUMAN	UP000000803_7227.fasta	tr|A1ZAH6|A1ZAH6_DROME	1.81331188713e-52	0.365638041625	Ortholog
UP000005640_9606.fasta	sp|Q56UN5|M3K19_HUMAN	UP000000589_10090.fasta	sp|E9Q3S4|M3K19_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q58A45|PAN3_HUMAN	UP000000589_10090.fasta	sp|Q640Q5|PAN3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q58A45|PAN3_HUMAN	UP000000803_7227.fasta	sp|Q95RR8|PAN3_DROME	5.69473440996e-167	1.1747879519	Ortholog
UP000005640_9606.fasta	sp|Q59H18|TNI3K_HUMAN	UP000000589_10090.fasta	sp|Q5GIG6|TNI3K_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q5JZY3|EPHAA_HUMAN	UP000000589_10090.fasta	sp|Q8BYG9|EPHAA_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q5MAI5|CDKL4_HUMAN	UP000000589_10090.fasta	sp|Q3TZA2|CDKL4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q5S007|LRRK2_HUMAN	UP000000589_10090.fasta	sp|Q5S006|LRRK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q5T9C9|PI5L1_HUMAN	UP000000589_10090.fasta	sp|Q6U7H8|PI5L1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q5TCX8|M3K21_HUMAN	UP000000589_10090.fasta	sp|Q8VDG6|M3K21_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q5TCY1|TTBK1_HUMAN	UP000000589_10090.fasta	sp|Q6PCN3|TTBK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q5TCY1|TTBK1_HUMAN	UP000000803_7227.fasta	sp|Q8IMC6|ASATR_DROME	1.54148629575e-156	1.10106561138	Ortholog
UP000005640_9606.fasta	sp|Q5VST9|OBSCN_HUMAN	UP000000589_10090.fasta	sp|A2AAJ9|OBSCN_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q5VT25|MRCKA_HUMAN	UP000000589_10090.fasta	sp|Q3UU96|MRCKA_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6DT37|MRCKG_HUMAN	UP000000589_10090.fasta	sp|Q80UW5|MRCKG_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6IQ55|TTBK2_HUMAN	UP000000589_10090.fasta	sp|Q3UVR3|TTBK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6J9G0|STYK1_HUMAN	UP000000589_10090.fasta	sp|Q6J9G1|STYK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6JQN1|ACD10_HUMAN	UP000000589_10090.fasta	sp|Q8K370|ACD10_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6P0Q8|MAST2_HUMAN	UP000000589_10090.fasta	sp|Q60592|MAST2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6P2M8|KCC1B_HUMAN	UP000000589_10090.fasta	sp|Q9QYK9|KCC1B_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6P3R8|NEK5_HUMAN	UP000000589_10090.fasta	sp|Q7TSC3|NEK5_MOUSE	1.26277472259e-154	0.77767327716	Ortholog
UP000005640_9606.fasta	sp|Q6P3W7|SCYL2_HUMAN	UP000000589_10090.fasta	sp|Q8CFE4|SCYL2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6P3W7|SCYL2_HUMAN	UP000000803_7227.fasta	tr|Q9VAR0|Q9VAR0_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q6P5Z2|PKN3_HUMAN	UP000000589_10090.fasta	sp|Q8K045|PKN3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6PHR2|ULK3_HUMAN	UP000000589_10090.fasta	sp|Q3U3Q1|ULK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6PHR2|ULK3_HUMAN	UP000000803_7227.fasta	tr|Q9VHF6|Q9VHF6_DROME	2.42082630521e-117	0.824081955592	Ortholog
UP000005640_9606.fasta	sp|Q6SA08|TSSK4_HUMAN	UP000000589_10090.fasta	sp|Q9D411|TSSK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6VAB6|KSR2_HUMAN	UP000000589_10090.fasta	sp|Q3UVC0|KSR2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6VAB6|KSR2_HUMAN	UP000000803_7227.fasta	tr|Q24171|Q24171_DROME	1.41233848634e-98	0.691469820991	Ortholog
UP000005640_9606.fasta	sp|Q6XUX3|DUSTY_HUMAN	UP000000589_10090.fasta	sp|Q6XUX1|DUSTY_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6ZMQ8|LMTK1_HUMAN	UP000000589_10090.fasta	sp|Q80YE4|LMTK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6ZN16|M3K15_HUMAN	UP000000589_10090.fasta	sp|A2AQW0|M3K15_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q6ZWH5|NEK10_HUMAN	UP000000589_10090.fasta	sp|Q3UGM2|NEK10_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q709F0|ACD11_HUMAN	UP000000589_10090.fasta	sp|Q80XL6|ACD11_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q76MJ5|ERN2_HUMAN	UP000000803_7227.fasta	tr|A8JR46|A8JR46_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q7KZI7|MARK2_HUMAN	UP000000589_10090.fasta	sp|Q05512|MARK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q7L7X3|TAOK1_HUMAN	UP000000589_10090.fasta	sp|Q5F2E8|TAOK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q7L7X3|TAOK1_HUMAN	UP000000803_7227.fasta	sp|Q0KHQ5|TAO_DROME	3.37923068168e-178	1.25412253244	Ortholog
UP000005640_9606.fasta	sp|Q7RTN6|STRAA_HUMAN	UP000000589_10090.fasta	sp|Q3UUJ4|STRAA_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q7RTN6|STRAA_HUMAN	UP000000803_7227.fasta	sp|P83098|STLK_DROME	1.79891634047e-51	0.358595876697	Ortholog
UP000005640_9606.fasta	sp|Q7Z2Y5|NRK_HUMAN	UP000000589_10090.fasta	sp|Q9R0G8|NRK_MOUSE	1e-200	1.01063024955	Ortholog
